,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
4736,74.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,Sổ đỏ chính chủ.,21.068562,105.7101796,4921.0,66.5,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
4737,68.0,,5.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,5.0,ĐẸP MỚI XIN MỊN.,,,21.0138269,105.6911121,,,,,,,,,5e5501cceb80a7245175e256,Xã Song Phương
4738,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,Tây,"Sổ đỏ chính chủ, pháp lý đảm bảo.",21.0290954,105.739862,1885.0,32.5,,,5e958eef208d0d6d76490e48,Đường 422A,,,5e5501cceb80a7245175e252,Xã Vân Canh
4739,43.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây-Bắc,,21.0695919,105.703447,1350.0,31.3953488372093,,,5e958eef208d0d6d76490e46,Đường 32,2.5,Ngõ 1 ô tô,,
4740,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,8.0,Ngõ 3 ô tô tránh,,
4741,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,2.5,Ngõ 1 ô tô,,
4742,68.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,,,,
4743,73.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,21.0,Ngõ 4 ô tô trở lên,,
4744,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.58,,KXĐ,,21.0252469,105.7314496,3264.0,68.0,5e550200eb80a7245176ab15,Khu đô thị Vân Canh,5e958eef208d0d6d76490e7b,Đường Vân Canh,6.0,Ngõ 2 ô tô tránh,5e5501cceb80a7245175e252,Xã Vân Canh
4745,350.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,,,3.0,Ngõ 1 ô tô,,
4746,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.8,,Tây-Nam,Sổ đỏ chính chủ.,20.9663868,105.7279172,,,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
4747,56.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.75,,Tây,Sổ đỏ choét,21.0041457,105.6781223,1720.2,30.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
4748,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,,Sổ đỏ.,21.0514761,105.7252325,1800.0,45.0,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
4749,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.25,,Tây-Nam,,20.9638928,105.721181,3375.0,45.0,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
4750,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Có sổ.,21.046958,105.7087128,,,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4751,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ chính chủ.,21.0279052,105.7263152,2700.0,60.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
4752,97.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ.,21.0335931,105.7274551,5820.0,60.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
4753,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.84,,,Sổ đỏ chính chủ,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
4754,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.08,,,Sổ đỏ.,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e72,Đường Tỉnh lộ 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
4755,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.6,,Bắc,,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
4756,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.3,,Tây,Sổ đỏ chính chủ.,21.0361279,105.7270372,1763.0,40.71428571428572,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4757,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.58,,Đông,Sổ đỏ.,21.0279052,105.7263152,3264.0,68.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
4758,73.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,,,,
4759,42.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ hồng/ Sổ đỏ,21.0498323,105.7096541,1470.0,35.0,,,5e958eef208d0d6d76490e81,Đường Yên Vĩnh,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4760,42.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ hồng/ Sổ đỏ,21.0498323,105.7096541,2200.0,52.380952,,,5e958eef208d0d6d76490e81,Đường Yên Vĩnh,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4761,81.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,3580.0,44.19753086419753,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4762,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0243168,105.6988892,,,,,,,,,,
4763,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông,,21.0361279,105.7270372,2146.0,37.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4764,33.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Tây-Nam,Sổ đỏ.,21.0528869,105.726537,1568.0,46.94610778443114,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4765,93.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0279052,105.7263152,62.0,0.6616862326574171,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4766,455.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,,,21.0674274,105.7073805,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
4767,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,,20.9638928,105.721181,,,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
4768,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,,21.0361279,105.7270372,2000.0,50.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4769,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Tây-Nam,,21.0591741,105.7236198,3700.0,,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4770,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,,20.9663868,105.7279172,2760.0,46.0,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
4771,30.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.0,,Tây-Nam,,21.0468421,105.6777481,1230.0,41.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e24c,Xã Di Trạch
4772,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,3.0,Ngõ 1 ô tô,,
4773,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.51,,KXĐ,,21.0695919,105.703447,3465.0,63.0,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,9.0,Ngõ 4 ô tô tránh,,
4774,54.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây,Sổ đỏ.,21.0279052,105.7263152,3712.8,68.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
4775,46.3,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.7,,,Đã có sổ đỏ,21.0109401,105.7211324,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
4776,146.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.5,,Đông-Nam,Có sổ đỏ,21.0010659,105.6695429,3796.0,26.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
4777,108.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,10.28,,Bắc,Đã có sổ đỏ.,20.9994708,105.7204476,6588.0,61.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
4778,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,Sổ đỏ chính chủ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4779,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,Tây,"Sổ đỏ chính chủ, pháp lý đảm bảo.",21.0330854,105.735332,1520.0,43.42857142857143,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4780,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Có sổ.,20.9917365,105.6793792,,,,,,,,,5e5501cceb80a7245175e259,Xã Vân Côn
4781,78.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.0,,Đông,,20.9917365,105.6793792,1872.0,24.0,,,,,4.0,Ngõ 1 ô tô,5e5501cceb80a7245175e259,Xã Vân Côn
4782,51.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e47,Đường 422,,,,
4783,43.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,,,,
4784,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,3.0,Ngõ 1 ô tô,,
4785,47.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0591741,105.7236198,1645.0,26.0,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4786,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0528869,105.726537,2236.0,43.0,,,5e958eef208d0d6d76490e46,Đường 32,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4787,31.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,990.0,31.93548387096774,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
4788,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Nam,,21.0783685,105.691437,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
4789,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0591741,105.7236198,2800.0,45.535714285714285,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4790,40.0,,4.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,3.0,3.4,,Tây-Nam,Sổ đỏ.,20.9663868,105.7279172,1160.0,29.0,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
4791,53.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0528869,105.726537,2250.0,42.45283018867924,,,5e958eef208d0d6d76490e46,Đường 32,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4792,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0591741,105.7236198,4000.0,55.38461538461539,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4793,38.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0591741,105.7236198,1600.0,42.10526315789474,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4794,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0591741,105.7236198,2000.0,43.90243902439025,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4795,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,1900.0,42.22222222222222,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4796,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ,21.046958,105.7087128,2900.0,50.90909090909091,,,,,,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
4797,92.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.001097,105.7161686,7700.0,83.24324324324324,5e5501ffeb80a7245176ab0b,Nam An Khánh,5e958eef208d0d6d76490e55,Đường Láng Hòa Lạc,,,5e5501cceb80a7245175e257,Xã An Khánh
4798,62.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Đã có sổ đỏ chỉ việc sang tên.,21.0237665,105.7087128,3224.0,52.0,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
4799,150.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0109401,105.7211324,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
4800,88.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.3,,,Sổ đỏ trao tay.,21.0335931,105.7274551,5016.0,57.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
4801,88.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.3,,,Sổ đỏ chính chủ.,21.0335931,105.7274551,5016.0,57.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
4802,119.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.0,,Nam,Đã có sổ đỏ.,21.0041457,105.6781223,3808.0,32.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
4803,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây-Nam,,20.998193,105.7192643,1600.0,44.44444444444444,,,5e958eef208d0d6d76490e4f,Đường An Trai,,,,
4804,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e47,Đường 422,,,,
4805,52.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Đông-Bắc,,20.998193,105.7192643,2745.6,52.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,,
4806,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông,Đã có sổ,21.0041457,105.6781223,990.0,28.285714285714285,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
4807,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
4808,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
4809,56.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
4810,58.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,20.9895318,105.7028457,,,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
4811,55.1,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
4812,100.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,20.0,,KXĐ,,21.0695919,105.703447,8000.0,80.0,,,5e958eef208d0d6d76490e47,Đường 422,20.0,Ngõ 4 ô tô trở lên,,
4813,72.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Có sổ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4814,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ,21.0335931,105.7274551,3350.0,67.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
4815,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.13,,,Có sổ.,21.0783685,105.691437,2640.0,55.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
4816,121.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0458514,105.7204476,4961.0,42.0,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
4817,30.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,KXĐ,,20.979915,105.7325582,1100.0,36.1842105263158,,,,,2.5,Ngõ 1 ô tô,5e5501cceb80a7245175e25a,Xã La Phù
4818,43.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,2.0,Ngõ ngách,,
4819,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Tây-Nam,,21.0153472,105.7238489,3256.0,74.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,8.0,Ngõ 3 ô tô tránh,,
4820,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,KXĐ,,20.98638,105.7404223,1560.0,30.0,,,5e958eef208d0d6d76490e84,Phố Lê Trọng Tấn,7.0,Ngõ 3 ô tô tránh,,
4821,35.1,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,1500.0,42.73504273504273,,,5e958eef208d0d6d76490e4f,Đường An Trai,,,,
4822,65.2,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,Sổ đỏ chính chủ.,20.9663868,105.7279172,3031.8,49.5,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
4823,72.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,Sổ đỏ.,21.0528869,105.726537,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4824,68.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.48,,Tây-Nam,Đã có sổ đỏ.,21.0279052,105.7263152,5411.5,58.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
4825,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Nam,"Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng trong két.",21.0498323,105.7096541,1600.0,32.0,,,5e958eef208d0d6d76490e81,Đường Yên Vĩnh,,,5e5501cceb80a7245175e24f,Xã Kim Chung
4826,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông-Bắc,Có sổ.,21.0685037,105.7101815,2080.0,53.333333333333336,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
4827,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.16,,,,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
4828,61.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Nam,,21.0138269,105.6911121,1159.0,17.0,,,,,,,5e5501cceb80a7245175e256,Xã Song Phương
4829,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.4,,,,21.0138269,105.6911121,,,,,,,,,5e5501cceb80a7245175e256,Xã Song Phương
4830,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.0069509,105.6982997,2700.0,45.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
